Applicant_ID,default_status
Apcnt_1000032,0.24870443481001797
Apcnt_1000048,0.3182543597027888
Apcnt_1000052,0.35419319680995254
Apcnt_1000076,0.803378855916592
Apcnt_1000080,0.13322690292357794
Apcnt_1000084,0.3329672604647088
Apcnt_1000104,0.33059453240055886
Apcnt_1000116,0.6493969297841238
Apcnt_1000128,0.35989942979403067
Apcnt_1000156,0.26183488523361376
Apcnt_1000192,0.09818256691605431
Apcnt_1000208,0.06364215214229982
Apcnt_1000264,0.6535067515987621
Apcnt_1000288,0.06763856142612748
Apcnt_1000292,0.47443841827052846
Apcnt_1000328,0.738131827492423
Apcnt_1000336,0.25511708295895225
Apcnt_1000356,0.07735981382243085
Apcnt_1000368,0.10833535832933588
Apcnt_1000372,0.790896851675269
Apcnt_1000392,0.08072083965890096
Apcnt_1000396,0.08509259137150676
Apcnt_1000400,0.07988508950709651
Apcnt_1000416,0.23208451493227628
Apcnt_1000428,0.06270564315486657
Apcnt_1000440,0.06835471979142263
Apcnt_1000456,0.5302096321963097
Apcnt_1000472,0.07370147797253626
Apcnt_1000488,0.11616159530510525
Apcnt_1000492,0.08322537452605945
Apcnt_1000504,0.7218161837394019
Apcnt_1000516,0.25632409058290284
Apcnt_1000532,0.07593407144969903
Apcnt_1000552,0.16053586661485492
Apcnt_1000564,0.31597089847812737
Apcnt_1000576,0.77234189830074
Apcnt_1000596,0.08441267567363987
Apcnt_1000620,0.09261156338286666
Apcnt_1000624,0.06155344427348532
Apcnt_1000636,0.05714270437706409
Apcnt_1000648,0.06433860685421254
Apcnt_1000668,0.06579083432383385
Apcnt_1000680,0.10796663889544003
Apcnt_1000696,0.07273029015746474
Apcnt_1000704,0.4616879535431818
Apcnt_1000724,0.06978124208566486
Apcnt_1000740,0.20349116828414346
Apcnt_1000744,0.05967083799913882
Apcnt_1000756,0.06531794207491216
Apcnt_1000768,0.057274544962018
Apcnt_1000784,0.05678048636184934
Apcnt_1000796,0.05719229463854694
Apcnt_1000808,0.05650252638428247
Apcnt_1000816,0.06328211376827365
Apcnt_1000820,0.05720428760550513
Apcnt_1000824,0.0862788332711158
Apcnt_1000856,0.5666565138090012
Apcnt_1000872,0.6296678961518637
Apcnt_1000880,0.07981086639137905
Apcnt_1000904,0.1826609174109885
Apcnt_1000912,0.7213310631980684
Apcnt_1000920,0.7733761756540625
Apcnt_1000952,0.07737637262671677
Apcnt_1000960,0.09703737754500165
Apcnt_1000964,0.13612851800027648
Apcnt_1000968,0.05932590369121521
Apcnt_1000976,0.7552760099464197
Apcnt_1000984,0.514076119313597
Apcnt_1000992,0.16404661972671175
Apcnt_1000996,0.4996578095449382
Apcnt_1001000,0.13103557539743588
Apcnt_1001008,0.08870728886277582
Apcnt_1001028,0.06266559932062563
Apcnt_1001032,0.5421000755066371
Apcnt_1001036,0.7792249518453621
Apcnt_1001040,0.5854777804119354
Apcnt_1001048,0.6956708676090235
Apcnt_1001052,0.06460541412289236
Apcnt_1001068,0.8379834422217254
Apcnt_1001076,0.11552181493867253
Apcnt_1001080,0.128862142745309
Apcnt_1001092,0.09374017796676026
Apcnt_1001120,0.7139478640822178
Apcnt_1001144,0.5826533873474038
Apcnt_1001148,0.12290074267259202
Apcnt_1001168,0.11673019348090463
Apcnt_1001176,0.8435289105474351
Apcnt_1001200,0.12711906359627473
Apcnt_1001224,0.32097624190921653
Apcnt_1001228,0.5200990368368777
Apcnt_1001236,0.07270293152190294
Apcnt_1001244,0.18197424854816155
Apcnt_1001248,0.05859140255546463
Apcnt_1001256,0.21755449137046248
Apcnt_1001260,0.1591211764155548
Apcnt_1001264,0.05846643313303776
Apcnt_1001288,0.06781364897475611
Apcnt_1001292,0.07556460449688977
Apcnt_1001296,0.07414416715639172
Apcnt_1001304,0.20480418747896728
Apcnt_1001308,0.10640853336236072
Apcnt_1001316,0.11244079767838655
Apcnt_1001320,0.3616231867874119
Apcnt_1001352,0.3637294128938724
Apcnt_1001360,0.29275640901489264
Apcnt_1001376,0.8333464087494683
Apcnt_1001384,0.07781027932132628
Apcnt_1001388,0.4981267194462203
Apcnt_1001400,0.8226247179642816
Apcnt_1001416,0.5987252452186602
Apcnt_1001436,0.6603097429973471
Apcnt_1001452,0.3248635311443634
Apcnt_1001456,0.06801102221150154
Apcnt_1001468,0.7312345574404536
Apcnt_1001480,0.10747294902415247
Apcnt_1001488,0.24105397996794936
Apcnt_1001508,0.5266386745303484
Apcnt_1001512,0.0706096739006419
Apcnt_1001516,0.5434698636057953
Apcnt_1001528,0.3889156345017434
Apcnt_1001532,0.14597508149544236
Apcnt_1001548,0.0582320113729366
Apcnt_1001552,0.0582190100806384
Apcnt_1001572,0.15154303209199926
Apcnt_1001580,0.05961728202075092
Apcnt_1001584,0.07098649145957925
Apcnt_1001624,0.08673124976469253
Apcnt_1001632,0.06529185029111412
Apcnt_1001668,0.0689702643742941
Apcnt_1001692,0.06681307153400501
Apcnt_1001700,0.06059776975259128
Apcnt_1001708,0.08983189767646813
Apcnt_1001716,0.06934001009578955
Apcnt_1001732,0.06927758951681531
Apcnt_1001752,0.47311996048393706
Apcnt_1001760,0.06324963510941828
Apcnt_1001764,0.061455038050492586
Apcnt_1001776,0.2620227981300118
Apcnt_1001780,0.19312143985507774
Apcnt_1001788,0.8036730331894683
Apcnt_1001792,0.06592259663475987
Apcnt_1001800,0.11313518427805616
Apcnt_1001820,0.18907097204734868
Apcnt_1001828,0.6717029537317858
Apcnt_1001836,0.07989798954513073
Apcnt_1001844,0.43133916557290414
Apcnt_1001848,0.1581296489622035
Apcnt_1001860,0.3418933813806586
Apcnt_1001880,0.2697795665455263
